"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2019","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2014","2014",55103,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2015","2015",55888,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2016","2016",56720,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2017","2017",57561,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2018","2018",59029,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11720","Cessnock (C)","A","Annual","2019","2019",59985,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2001","2001",48247,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2002","2002",48415,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2003","2003",48509,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2004","2004",48631,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2005","2005",48853,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2006","2006",49149,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2007","2007",49524,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2008","2008",49818,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2009","2009",50433,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2010","2010",50993,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2011","2011",51287,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2012","2012",51350,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2013","2013",51443,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2014","2014",51498,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2015","2015",51547,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2016","2016",51622,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2017","2017",51596,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2018","2018",51598,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11730","Clarence Valley (A)","A","Annual","2019","2019",51662,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2001","2001",5141,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2002","2002",5127,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2003","2003",5082,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2004","2004",5037,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2005","2005",5028,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2006","2006",5044,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2007","2007",5042,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2008","2008",4988,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2009","2009",4954,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2010","2010",4946,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2011","2011",4883,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2012","2012",4857,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2013","2013",4835,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2014","2014",4821,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2015","2015",4794,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2016","2016",4775,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2017","2017",4734,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2018","2018",4715,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11750","Cobar (A)","A","Annual","2019","2019",4658,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2001","2001",62582,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2002","2002",63553,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2003","2003",64574,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2004","2004",65448,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2005","2005",65957,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2006","2006",66657,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2007","2007",67567,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2008","2008",68574,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2009","2009",69358,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2010","2010",70373,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2011","2011",70972,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2012","2012",71564,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2013","2013",72303,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2014","2014",73016,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2015","2015",73739,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2016","2016",74670,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2017","2017",75552,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2018","2018",76480,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","11800","Coffs Harbour (C)","A","Annual","2019","2019",77277,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2001","2001",4090,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2002","2002",4078,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2003","2003",4072,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2004","2004",4066,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2005","2005",4072,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2006","2006",4097,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2007","2007",4116,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2008","2008",4145,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2009","2009",4187,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2010","2010",4216,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2011","2011",4236,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2012","2012",4278,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2013","2013",4328,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2014","2014",4357,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2015","2015",4366,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2016","2016",4390,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2017","2017",4392,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2018","2018",4363,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12000","Coolamon (A)","A","Annual","2019","2019",4341,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2001","2001",4797,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2002","2002",4690,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2003","2003",4578,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2004","2004",4476,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2005","2005",4394,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2006","2006",4305,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2007","2007",4253,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2008","2008",4233,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2009","2009",4223,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2010","2010",4224,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2011","2011",4226,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2012","2012",4194,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2013","2013",4168,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2014","2014",4134,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2015","2015",4091,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2016","2016",4051,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2017","2017",4036,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2018","2018",4008,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12150","Coonamble (A)","A","Annual","2019","2019",3958,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2001","2001",11397,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2002","2002",11357,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2003","2003",11292,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2004","2004",11248,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2005","2005",11256,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2006","2006",11254,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2007","2007",11201,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2008","2008",11168,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2009","2009",11230,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2010","2010",11274,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2011","2011",11308,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2012","2012",11312,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2013","2013",11313,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2014","2014",11305,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2015","2015",11302,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2016","2016",11291,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2017","2017",11249,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2018","2018",11250,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12160","Cootamundra-Gundagai Regional (A)","A","Annual","2019","2019",11235,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2001","2001",12989,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2002","2002",12922,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2003","2003",12849,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2004","2004",12804,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2005","2005",12774,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2006","2006",12754,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2007","2007",12688,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2008","2008",12591,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2009","2009",12548,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2010","2010",12533,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2011","2011",12523,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2012","2012",12529,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2013","2013",12511,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2014","2014",12556,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2015","2015",12604,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2016","2016",12659,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2017","2017",12700,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2018","2018",12753,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12350","Cowra (A)","A","Annual","2019","2019",12743,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2001","2001",47176,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2002","2002",47162,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2003","2003",47060,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2004","2004",47025,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2005","2005",47038,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2006","2006",47148,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2007","2007",47315,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2008","2008",47849,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2009","2009",48466,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2010","2010",48949,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2011","2011",49079,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2012","2012",49397,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2013","2013",49757,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2014","2014",50322,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2015","2015",50847,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2016","2016",51404,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2017","2017",52133,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2018","2018",53167,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12390","Dubbo Regional (A)","A","Annual","2019","2019",53719,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2001","2001",171200,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2002","2002",171580,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2003","2003",172359,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2004","2004",174036,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2005","2005",177098,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2006","2006",180403,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2007","2007",185224,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2008","2008",191102,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2009","2009",195643,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2010","2010",199981,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2011","2011",203181,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2012","2012",207528,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2013","2013",212450,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2014","2014",216864,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2015","2015",221152,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2016","2016",225691,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2017","2017",231725,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2018","2018",236599,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12380","Cumberland (A)","A","Annual","2019","2019",241521,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2001","2001",8338,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2002","2002",8321,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2003","2003",8312,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2004","2004",8233,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2005","2005",8263,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2006","2006",8245,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2007","2007",8245,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2008","2008",8286,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2009","2009",8415,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2010","2010",8457,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2011","2011",8556,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2012","2012",8657,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2013","2013",8791,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2014","2014",8918,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2015","2015",9008,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2016","2016",9101,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2017","2017",9193,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2018","2018",9336,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12700","Dungog (A)","A","Annual","2019","2019",9423,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2001","2001",10074,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2002","2002",9958,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2003","2003",9798,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2004","2004",9603,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2005","2005",9440,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2006","2006",9287,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2007","2007",9228,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2008","2008",9110,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2009","2009",9072,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2010","2010",8973,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2011","2011",8888,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2012","2012",8913,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2013","2013",8929,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2014","2014",8962,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2015","2015",9012,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2016","2016",8991,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2017","2017",8955,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2018","2018",8984,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12730","Edward River (A)","A","Annual","2019","2019",9084,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12750","Eurobodalla (A)","A","Annual","2001","2001",33639,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12750","Eurobodalla (A)","A","Annual","2002","2002",34239,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12750","Eurobodalla (A)","A","Annual","2003","2003",34855,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12750","Eurobodalla (A)","A","Annual","2004","2004",35326,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","12750","Eurobodalla (A)","A","Annual","2005","2005",35662,,
